Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.2191288471221924,2.2191288471221924,2.2857886707305908,0.001,0.001,1e-07
1,2,0.16982722282409668,2.334371566772461,nan,nan,0.001,nan,1e-07
1,3,0.21183347702026367,2.1710238456726074,nan,nan,0.001,nan,1e-07
1,4,0.2520105838775635,2.089367628097534,nan,nan,0.001,nan,1e-07
1,5,0.29178619384765625,2.006535768508911,nan,nan,0.001,nan,1e-07
1,6,0.3299846649169922,1.7512664794921875,nan,nan,0.001,nan,1e-07
1,7,0.3679487705230713,1.6633857488632202,nan,nan,0.001,nan,1e-07
1,8,0.40579724311828613,1.5539573431015015,nan,nan,0.001,nan,1e-07
1,9,0.44477415084838867,1.4756613969802856,nan,nan,0.001,nan,1e-07
1,10,0.4830448627471924,1.453187346458435,nan,nan,0.001,nan,1e-07
1,11,0.521658182144165,1.383068561553955,nan,nan,0.001,nan,1e-07
1,12,0.5613951683044434,1.2748701572418213,nan,nan,0.001,nan,1e-07
1,13,0.6007428169250488,1.1626567840576172,nan,nan,0.001,nan,1e-07
1,14,0.6399316787719727,1.2122033834457397,nan,nan,0.001,nan,1e-07
1,15,0.6794755458831787,1.197853922843933,nan,nan,0.001,nan,1e-07
1,16,0.7186944484710693,1.0342319011688232,nan,nan,0.001,nan,1e-07
1,17,0.7584903240203857,0.9480390548706055,nan,nan,0.001,nan,1e-07
1,18,0.7974529266357422,0.9991852641105652,nan,nan,0.001,nan,1e-07
1,19,0.8368148803710938,0.9415675401687622,nan,nan,0.001,nan,1e-07
1,20,0.8774161338806152,0.9828929901123047,nan,nan,0.001,nan,1e-07
1,21,0.9179215431213379,0.9798718094825745,nan,nan,0.001,nan,1e-07
1,22,0.9585366249084473,0.9412890672683716,nan,nan,0.001,nan,1e-07
1,23,0.9987671375274658,0.7879573106765747,nan,nan,0.001,nan,1e-07
1,24,1.0396723747253418,0.8195437788963318,nan,nan,0.001,nan,1e-07
1,25,1.0800371170043945,0.6823897361755371,nan,nan,0.001,nan,1e-07
1,26,1.1205930709838867,0.847889244556427,nan,nan,0.001,nan,1e-07
1,27,1.1613335609436035,0.7619199156761169,nan,nan,0.001,nan,1e-07
1,28,1.2024128437042236,0.9475139379501343,nan,nan,0.001,nan,1e-07
1,29,1.2427148818969727,0.7282519340515137,nan,nan,0.001,nan,1e-07
1,30,1.2831330299377441,0.6986728310585022,nan,nan,0.001,nan,1e-07
1,31,1.3230745792388916,0.6673741936683655,nan,nan,0.001,nan,1e-07
1,32,1.3625874519348145,0.6227752566337585,nan,nan,0.001,nan,1e-07
1,33,1.40193510055542,0.7226324677467346,nan,nan,0.001,nan,1e-07
1,34,1.4415607452392578,0.7377804517745972,nan,nan,0.001,nan,1e-07
1,35,1.4815592765808105,0.7741515636444092,nan,nan,0.001,nan,1e-07
1,36,1.5209202766418457,0.6927933692932129,nan,nan,0.001,nan,1e-07
1,37,1.5594868659973145,0.6873617768287659,nan,nan,0.001,nan,1e-07
1,38,1.599437952041626,0.5950272083282471,nan,nan,0.001,nan,1e-07
1,39,1.6387028694152832,0.5570695400238037,nan,nan,0.001,nan,1e-07
1,40,1.6782922744750977,0.6192693114280701,nan,nan,0.001,nan,1e-07
1,41,1.7188844680786133,0.52032470703125,nan,nan,0.001,nan,1e-07
1,42,1.7593755722045898,0.7726406455039978,nan,nan,0.001,nan,1e-07
1,43,1.7995929718017578,0.5970035195350647,nan,nan,0.001,nan,1e-07
1,44,1.839052677154541,0.5170531272888184,nan,nan,0.001,nan,1e-07
1,45,1.8774724006652832,0.6205544471740723,nan,nan,0.001,nan,1e-07
1,46,1.915116786956787,0.6407710313796997,nan,nan,0.001,nan,1e-07
1,47,1.9530644416809082,0.7428858876228333,nan,nan,0.001,nan,1e-07
1,48,1.991042137145996,0.4398961663246155,nan,nan,0.001,nan,1e-07
1,49,2.0290534496307373,0.5791539549827576,nan,nan,0.001,nan,1e-07
1,50,2.067593812942505,0.5130078196525574,nan,nan,0.001,nan,1e-07
1,51,2.105804443359375,0.4970492422580719,nan,nan,0.001,nan,1e-07
1,52,2.144015312194824,0.5807966589927673,nan,nan,0.001,nan,1e-07
1,53,2.182100534439087,0.5194199085235596,nan,nan,0.001,nan,1e-07
1,54,2.2199580669403076,0.616016685962677,nan,nan,0.001,nan,1e-07
1,55,2.2585504055023193,0.6153024435043335,nan,nan,0.001,nan,1e-07
1,56,2.296661615371704,0.5522363185882568,nan,nan,0.001,nan,1e-07
1,57,2.335973024368286,0.5858123302459717,nan,nan,0.001,nan,1e-07
1,58,2.373734712600708,0.5456030964851379,nan,nan,0.001,nan,1e-07
1,59,2.41170334815979,0.5277015566825867,nan,nan,0.001,nan,1e-07
1,60,2.4499921798706055,0.5003349781036377,nan,nan,0.001,nan,1e-07
1,61,2.4880354404449463,0.44773924350738525,nan,nan,0.001,nan,1e-07
1,62,2.526139497756958,0.5285452008247375,nan,nan,0.001,nan,1e-07
1,63,2.5641672611236572,0.3969305157661438,nan,nan,0.001,nan,1e-07
