Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.293062686920166,2.293062686920166,2.2992374294281004,0.001,0.001,1e-07
1,2,0.16299748420715332,2.2989144325256348,nan,nan,0.001,nan,1e-07
1,3,0.2262880802154541,2.0101046562194824,nan,nan,0.0010171392869195435,nan,1e-07
1,4,0.24629807472229004,1.5741015672683716,nan,nan,0.0010523167323310393,nan,1e-07
1,5,0.26521944999694824,1.3552861213684082,nan,nan,0.0010662440140195655,nan,1e-07
1,6,0.2836604118347168,1.0962549448013306,nan,nan,0.0010851718400272073,nan,1e-07
1,7,0.3053429126739502,0.8037714958190918,nan,nan,0.0010875993051344993,nan,1e-07
1,8,0.3240702152252197,0.8589456677436829,nan,nan,0.0010582759855958166,nan,1e-07
1,9,0.3425142765045166,0.6138687133789062,nan,nan,0.0010640114298412107,nan,1e-07
1,10,0.36094093322753906,0.4291988015174866,nan,nan,0.0010572072319380468,nan,1e-07
1,11,0.3794245719909668,0.8067197203636169,nan,nan,0.0010365385563786602,nan,1e-07
1,12,0.3978879451751709,0.4780707359313965,nan,nan,0.0010269613718939473,nan,1e-07
1,13,0.4162416458129883,0.5148178935050964,nan,nan,0.0010193689377114173,nan,1e-07
1,14,0.4344954490661621,0.5486247539520264,nan,nan,0.001007538463972881,nan,1e-07
1,15,0.453005313873291,0.7786118984222412,nan,nan,0.0010002271056793624,nan,1e-07
1,16,0.471524715423584,0.6344901919364929,nan,nan,0.0009891371931327498,nan,1e-07
1,17,0.4900627136230469,0.42062535881996155,nan,nan,0.0009899038067569248,nan,1e-07
1,18,0.5085115432739258,0.33883073925971985,nan,nan,0.000988767543684201,nan,1e-07
1,19,0.5273914337158203,0.5978475213050842,nan,nan,0.000974365817811595,nan,1e-07
1,20,0.5475130081176758,0.3461206555366516,nan,nan,0.000969524447126336,nan,1e-07
1,21,0.5661590099334717,0.31350207328796387,nan,nan,0.000970045509066465,nan,1e-07
1,22,0.5848069190979004,0.6404232382774353,nan,nan,0.0009659191991746748,nan,1e-07
1,23,0.6032171249389648,0.5032865405082703,nan,nan,0.0009655052664214835,nan,1e-07
1,24,0.6217503547668457,0.5331246256828308,nan,nan,0.0009665597370275387,nan,1e-07
1,25,0.6404836177825928,0.31254667043685913,nan,nan,0.0009689158324902037,nan,1e-07
1,26,0.6588716506958008,0.840586245059967,nan,nan,0.0009649265766195113,nan,1e-07
1,27,0.6772117614746094,0.4582005441188812,nan,nan,0.0009629397821189462,nan,1e-07
1,28,0.6956794261932373,0.36807242035865784,nan,nan,0.0009572182728296703,nan,1e-07
1,29,0.714059591293335,0.45314449071884155,nan,nan,0.0009547008158291317,nan,1e-07
1,30,0.7324051856994629,0.32007455825805664,nan,nan,0.0009539326958732074,nan,1e-07
